window_id,participant_id,session_id,recording_date,scenario_id,trajectory_id,worker_id,hazard_id,window_started_at,window_ended_at,window_duration_seconds,sample_count,rssi_mean,rssi_peak,rssi_min,rssi_std,rssi_slope,warning_duration_seconds,danger_duration_seconds,state_transition_count,packet_loss_ratio,acceleration_mean_g,acceleration_max_g,acceleration_energy,gyroscope_mean_dps,gyroscope_max_dps,gyroscope_energy,orientation_change_deg,sudden_motion,hazard_active,repeated_exposure_count,hazard_type,escalated_within_horizon,target_source,data_origin
WIN-0003575,P015,S06,2026-04-02,PROLONGED_DANGER,TRJ-P015-S06-000002,W15,F03,2026-04-02T12:00:14+00:00,2026-04-02T12:00:23.289232+00:00,9.289,74,-66.045,-58.929,-73.785,4.39,1.3144,2.407,5.511,0,0.0583,1.0606,1.6016,0.1427,16.639,73.024,1106.816,18.384,False,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003576,P016,S06,2026-01-05,NORMAL_PASSAGE,TRJ-P016-S06-000002,W16,F02,2026-01-05T12:00:14+00:00,2026-01-05T12:00:24.526599+00:00,10.527,84,-81.105,-77.624,-85.023,2.013,0.354,0.95,0.0,1,0.0521,0.8925,1.5259,0.1402,0.0,56.318,713.399,0.0,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003577,P017,S06,2026-01-08,NORMAL_PASSAGE,TRJ-P017-S06-000002,W17,F01,2026-01-08T12:00:14+00:00,2026-01-08T12:00:23.895553+00:00,9.896,79,-74.824,-72.063,-78.703,2.132,-0.3834,0.183,0.0,2,0.0416,1.0998,1.4929,0.1505,20.097,25.853,156.752,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003578,P018,S06,2026-01-11,FALL_CANDIDATE,TRJ-P018-S06-000002,W18,F03,2026-01-11T12:00:14+00:00,2026-01-11T12:00:24.470544+00:00,10.471,105,-67.333,-61.533,-74.52,4.427,1.5985,1.232,1.972,1,0.0753,1.8001,4.2303,4.0663,113.092,350.984,36267.387,68.745,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003579,P019,S06,2026-01-14,IMPACT_CANDIDATE,TRJ-P019-S06-000002,W19,F01,2026-01-14T12:00:14+00:00,2026-01-14T12:00:23.793039+00:00,9.793,49,-64.13,-59.627,-68.298,2.652,0.9625,1.955,2.281,0,0.1022,1.4549,4.808,4.2199,88.492,283.828,15909.785,52.301,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003580,P020,S06,2026-01-17,HAZARD_INACTIVE,TRJ-P020-S06-000002,W20,G01,2026-01-17T12:00:14+00:00,2026-01-17T12:00:24.654328+00:00,10.654,85,-59.16,-52.263,-67.395,5.725,-0.54,2.699,0.208,0,0.0441,1.1422,1.5011,0.073,19.365,47.838,472.094,13.876,False,False,1,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003581,P021,S06,2026-01-20,FORKLIFT_CROSSING,TRJ-P021-S06-000002,W01,F03,2026-01-20T12:00:14+00:00,2026-01-20T12:00:23.820177+00:00,9.82,49,-61.933,-52.37,-71.668,6.219,2.5505,3.948,1.188,0,0.0733,1.245,2.2321,0.5967,38.982,114.514,3377.605,29.134,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003582,P022,S06,2026-01-23,REPEATED_EXPOSURE,TRJ-P022-S06-000002,W02,F01,2026-01-23T12:00:14+00:00,2026-01-23T12:00:24.347780+00:00,10.348,103,-63.11,-57.958,-69.079,4.073,0.7302,3.492,3.251,1,0.1184,1.1027,1.8916,0.3873,39.328,114.446,1712.096,26.857,False,True,5,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003583,P023,S06,2026-01-26,PROLONGED_DANGER,TRJ-P023-S06-000002,W03,F02,2026-01-26T12:00:14+00:00,2026-01-26T12:00:24.406453+00:00,10.406,52,-62.43,-58.777,-64.288,1.937,0.8586,2.218,5.095,1,0.0903,0.8522,1.1108,0.026,26.27,47.713,223.068,21.002,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003584,P024,S06,2026-01-29,NORMAL_PASSAGE,TRJ-P024-S06-000002,W04,G01,2026-01-29T12:00:14+00:00,2026-01-29T12:00:24.874789+00:00,10.875,109,-80.77,-77.224,-84.781,1.765,0.3301,2.026,1.248,1,0.0,1.1179,1.1698,0.0388,16.226,43.517,451.804,11.265,False,False,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003585,P025,S06,2026-02-01,HAZARD_INACTIVE,TRJ-P025-S06-000002,W05,F01,2026-02-01T12:00:14+00:00,2026-02-01T12:00:24.370094+00:00,10.37,52,-60.688,-51.199,-69.632,5.624,0.3843,2.963,0.707,6,0.0178,1.0343,1.5139,0.0791,33.234,122.536,1455.427,18.653,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003586,P026,S06,2026-02-04,BLE_PACKET_LOSS,TRJ-P026-S06-000002,W06,F02,2026-02-04T12:00:14+00:00,2026-02-04T12:00:23.580353+00:00,9.58,77,-73.741,-64.632,-83.407,6.344,-0.2795,0.887,1.14,0,0.3642,1.2026,1.6794,0.2797,5.659,66.601,819.235,27.934,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003587,P027,S06,2026-02-07,HAZARD_INACTIVE,TRJ-P027-S06-000002,W07,F01,2026-02-07T12:00:14+00:00,2026-02-07T12:00:24.441047+00:00,10.441,104,-59.518,-55.857,-64.873,2.552,1.2158,2.273,1.454,1,0.0561,1.2072,1.7052,0.199,27.964,41.367,284.298,19.009,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003588,P028,S06,2026-02-10,FORKLIFT_CROSSING,TRJ-P028-S06-000002,W08,F02,2026-02-10T12:00:14+00:00,2026-02-10T12:00:23.757388+00:00,9.757,98,-63.935,-57.806,-70.376,4.465,0.6546,3.712,2.103,1,0.0146,1.1262,2.1825,0.6383,49.739,110.829,1870.799,21.933,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003589,P029,S06,2026-02-13,NORMAL_PASSAGE,TRJ-P029-S06-000002,W09,F01,2026-02-13T12:00:14+00:00,2026-02-13T12:00:25.028399+00:00,11.028,55,-82.376,-76.82,-85.79,2.398,-0.0027,2.836,0.0,0,0.0489,1.1289,1.3577,0.0906,6.81,25.567,189.17,0.0,False,False,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003590,P030,S06,2026-02-16,SUDDEN_MOTION_AFTER_WARNING,TRJ-P030-S06-000002,W10,F02,2026-02-16T12:00:14+00:00,2026-02-16T12:00:24.133714+00:00,10.134,81,-56.271,-51.722,-62.406,3.485,2.1766,3.014,3.518,2,0.0789,1.413,3.3524,2.6546,71.177,233.42,9652.667,44.16,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003591,P031,S06,2026-02-19,HAZARD_INACTIVE,TRJ-P031-S06-000002,W11,F03,2026-02-19T12:00:14+00:00,2026-02-19T12:00:24.210471+00:00,10.21,102,-67.091,-62.656,-72.639,1.938,-0.2207,3.26,1.674,0,0.0062,1.0679,1.5498,0.1751,18.065,90.643,1247.024,19.443,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003592,P032,S06,2026-02-22,FORKLIFT_APPROACH,TRJ-P032-S06-000002,W12,F01,2026-02-22T12:00:14+00:00,2026-02-22T12:00:24.527098+00:00,10.527,105,-63.219,-57.322,-69.501,3.624,2.4864,4.752,2.081,3,0.0779,0.8955,1.3668,0.1089,14.608,114.993,1195.967,28.258,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003593,P033,S06,2026-02-25,NORMAL_PASSAGE,TRJ-P033-S06-000002,W13,F02,2026-02-25T12:00:14+00:00,2026-02-25T12:00:23.341741+00:00,9.342,93,-84.506,-82.789,-85.755,1.416,0.7269,0.443,0.529,1,0.0718,1.2174,1.311,0.0572,12.651,68.643,1113.211,1.079,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003594,P034,S06,2026-02-28,NORMAL_PASSAGE,TRJ-P034-S06-000002,W14,F03,2026-02-28T12:00:14+00:00,2026-02-28T12:00:23.503583+00:00,9.504,48,-73.386,-71.186,-74.387,0.758,0.5254,2.852,0.0,1,0.0221,0.75,0.75,0.0374,10.259,29.696,101.164,11.282,False,False,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003595,P035,S06,2026-03-03,REPEATED_EXPOSURE,TRJ-P035-S06-000002,W15,G01,2026-03-03T12:00:14+00:00,2026-03-03T12:00:23.753809+00:00,9.754,49,-65.957,-58.823,-70.514,3.517,-0.0737,5.026,1.294,3,0.0628,1.1189,1.8428,0.4017,25.419,105.805,2852.392,22.808,False,True,7,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003596,P036,S06,2026-03-06,SUDDEN_MOTION_AFTER_WARNING,TRJ-P036-S06-000002,W16,F01,2026-03-06T12:00:14+00:00,2026-03-06T12:00:24.323498+00:00,10.323,103,-57.358,-54.334,-62.674,2.362,1.4337,2.77,2.918,2,0.088,1.4524,2.4107,0.494,61.076,183.244,3104.658,31.764,True,True,0,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003597,P037,S06,2026-03-09,NORMAL_PASSAGE,TRJ-P037-S06-000002,W17,F03,2026-03-09T12:00:14+00:00,2026-03-09T12:00:23.931425+00:00,9.931,99,-83.143,-79.001,-87.416,1.998,1.1641,0.758,0.0,3,0.0358,1.072,1.1322,0.0458,9.929,61.099,636.535,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003598,P038,S06,2026-03-12,FORKLIFT_CROSSING,TRJ-P038-S06-000002,W18,F01,2026-03-12T12:00:14+00:00,2026-03-12T12:00:23.602696+00:00,9.603,96,-61.247,-53.403,-68.523,4.489,1.9457,2.962,1.014,3,0.0565,1.0752,2.0551,0.3582,43.129,190.777,6959.761,31.982,True,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003599,P039,S06,2026-03-15,PROLONGED_DANGER,TRJ-P039-S06-000002,W19,F01,2026-03-15T12:00:14+00:00,2026-03-15T12:00:24.142836+00:00,10.143,81,-55.572,-52.128,-59.752,2.674,0.4044,1.996,6.352,2,0.0418,0.927,1.8578,0.1736,25.359,59.154,316.23,24.042,False,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003600,P040,S06,2026-03-18,SUDDEN_MOTION_AFTER_WARNING,TRJ-P040-S06-000002,W20,G01,2026-03-18T12:00:14+00:00,2026-03-18T12:00:23.257586+00:00,9.258,46,-62.393,-55.784,-67.986,4.319,2.5663,2.698,3.148,0,0.0762,1.2441,2.9592,0.6288,75.789,236.787,12266.591,37.889,True,True,2,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003601,P001,S07,2026-02-26,FORKLIFT_CROSSING,TRJ-P001-S07-000002,W01,F02,2026-02-26T13:00:14+00:00,2026-02-26T13:00:24.156039+00:00,10.156,81,-65.683,-59.207,-71.347,2.846,1.0641,4.521,2.712,2,0.1249,1.2748,1.8854,0.3582,46.543,112.154,2194.055,22.419,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003602,P002,S07,2026-03-01,NORMAL_WORK_NEAR_MACHINE,TRJ-P002-S07-000002,W02,G01,2026-03-01T13:00:14+00:00,2026-03-01T13:00:23.692125+00:00,9.692,78,-75.504,-69.447,-81.895,3.911,0.3228,6.129,0.0,2,0.008,0.9643,1.0682,0.0315,13.527,58.978,593.794,21.249,False,True,1,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003603,P003,S07,2026-03-04,SUDDEN_MOTION_AFTER_WARNING,TRJ-P003-S07-000002,W03,F02,2026-03-04T13:00:14+00:00,2026-03-04T13:00:24.273110+00:00,10.273,82,-59.74,-49.727,-67.881,4.908,0.7361,4.037,2.879,2,0.0492,1.5484,3.2306,1.814,79.248,224.133,6034.636,33.694,True,True,4,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003604,P004,S07,2026-03-07,RSSI_FLUCTUATION,TRJ-P004-S07-000002,W04,F03,2026-03-07T13:00:14+00:00,2026-03-07T13:00:24.038244+00:00,10.038,50,-73.131,-62.835,-81.614,7.418,0.5609,2.567,0.201,1,0.1043,0.8139,0.9892,0.0634,25.083,25.083,133.878,16.699,False,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003605,P005,S07,2026-03-10,FORKLIFT_APPROACH,TRJ-P005-S07-000002,W05,F03,2026-03-10T13:00:14+00:00,2026-03-10T13:00:24.150854+00:00,10.151,81,-62.474,-56.563,-68.2,2.922,4.2257,4.456,0.992,1,0.0337,1.0133,1.2562,0.0308,28.054,84.164,1554.404,6.062,False,True,2,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003606,P006,S07,2026-03-13,SUDDEN_MOTION_AFTER_WARNING,TRJ-P006-S07-000002,W06,G01,2026-03-13T13:00:14+00:00,2026-03-13T13:00:23.477756+00:00,9.478,95,-59.697,-55.313,-63.972,2.642,2.3079,3.055,2.997,1,0.0287,1.4818,2.9726,1.2386,77.797,228.199,6938.462,38.391,True,True,3,GRINDING_MACHINE,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003607,P007,S07,2026-03-16,NORMAL_WORK_NEAR_MACHINE,TRJ-P007-S07-000002,W07,G01,2026-03-16T13:00:14+00:00,2026-03-16T13:00:24.045953+00:00,10.046,80,-76.375,-72.964,-80.383,3.162,0.4986,4.39,1.57,0,0.0367,1.1308,1.6466,0.1817,10.838,36.752,222.446,18.058,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003608,P008,S07,2026-03-19,SUDDEN_MOTION_AFTER_WARNING,TRJ-P008-S07-000002,W08,F02,2026-03-19T13:00:14+00:00,2026-03-19T13:00:24.247738+00:00,10.248,102,-61.259,-55.811,-65.681,3.663,1.8867,3.925,3.579,0,0.0175,1.3017,3.607,3.2052,67.91,224.692,4490.111,38.075,True,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003609,P009,S07,2026-03-22,SUDDEN_MOTION_AFTER_WARNING,TRJ-P009-S07-000002,W09,G01,2026-03-22T13:00:14+00:00,2026-03-22T13:00:23.962935+00:00,9.963,100,-57.656,-55.215,-64.778,2.995,2.6792,2.302,2.314,1,0.0654,1.5757,3.818,2.8253,74.155,276.937,10250.879,34.576,True,False,3,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003610,P010,S07,2026-03-25,NORMAL_PASSAGE,TRJ-P010-S07-000002,W10,L01,2026-03-25T13:00:14+00:00,2026-03-25T13:00:25.100980+00:00,11.101,56,-78.946,-77.339,-79.614,0.736,-0.8589,0.789,0.21,1,0.0772,0.8546,1.3968,0.0563,21.009,29.984,214.931,8.204,False,False,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003611,P011,S07,2026-03-28,FALL_CANDIDATE,TRJ-P011-S07-000002,W11,F02,2026-03-28T13:00:14+00:00,2026-03-28T13:00:24.231407+00:00,10.231,102,-64.167,-58.319,-71.025,4.37,1.4717,2.148,2.831,2,0.135,1.4614,3.5392,3.5108,104.377,373.944,11971.839,83.789,True,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003612,P012,S07,2026-03-31,NORMAL_WORK_NEAR_MACHINE,TRJ-P012-S07-000002,W12,F03,2026-03-31T13:00:14+00:00,2026-03-31T13:00:24.179455+00:00,10.179,51,-70.295,-64.109,-74.283,3.592,-0.311,3.121,1.158,2,0.0477,1.0743,1.6386,0.2333,15.242,81.0,1871.622,15.729,False,False,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003613,P013,S07,2026-04-03,PROLONGED_DANGER,TRJ-P013-S07-000002,W13,L01,2026-04-03T13:00:14+00:00,2026-04-03T13:00:24.013884+00:00,10.014,100,-57.066,-50.28,-63.513,4.482,0.3617,1.883,6.616,2,0.0662,1.2996,2.0561,0.5285,15.248,105.78,2473.177,6.533,False,True,1,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003614,P014,S07,2026-01-06,NORMAL_PASSAGE,TRJ-P014-S07-000002,W14,L01,2026-01-06T13:00:14+00:00,2026-01-06T13:00:23.401608+00:00,9.402,94,-78.429,-73.984,-81.616,1.925,-0.739,1.519,0.0,3,0.0826,0.9457,0.9457,0.0267,20.122,66.565,791.262,14.371,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003615,P015,S07,2026-01-09,NORMAL_PASSAGE,TRJ-P015-S07-000002,W15,F01,2026-01-09T13:00:14+00:00,2026-01-09T13:00:24.877633+00:00,10.878,87,-84.687,-81.022,-88.692,2.582,-0.2998,2.128,0.154,1,0.0306,1.1992,1.4068,0.0786,16.26,39.452,388.858,22.632,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003616,P016,S07,2026-01-12,SUDDEN_MOTION_AFTER_WARNING,TRJ-P016-S07-000002,W16,F03,2026-01-12T13:00:14+00:00,2026-01-12T13:00:23.504214+00:00,9.504,76,-63.391,-58.835,-67.982,2.924,1.2776,1.499,2.664,5,0.0265,1.1433,3.0882,1.9922,87.223,216.766,8459.617,38.993,True,True,1,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003617,P017,S07,2026-01-15,FORKLIFT_CROSSING,TRJ-P017-S07-000002,W17,F03,2026-01-15T13:00:14+00:00,2026-01-15T13:00:24.217703+00:00,10.218,82,-60.881,-53.555,-67.862,4.271,-0.0766,2.665,2.49,2,0.1078,1.1275,1.7234,0.1414,38.718,145.975,6198.237,21.608,True,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003618,P018,S07,2026-01-18,FORKLIFT_APPROACH,TRJ-P018-S07-000002,W18,F03,2026-01-18T13:00:14+00:00,2026-01-18T13:00:24.402814+00:00,10.403,83,-63.996,-59.16,-70.048,2.826,2.1077,4.931,1.99,2,0.0,1.2571,2.2403,0.3692,29.844,125.951,2973.442,25.857,True,True,1,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003619,P019,S07,2026-01-21,SUDDEN_MOTION_AFTER_WARNING,TRJ-P019-S07-000002,W19,F02,2026-01-21T13:00:14+00:00,2026-01-21T13:00:23.745103+00:00,9.745,78,-63.302,-57.763,-67.19,3.585,2.2148,4.792,2.578,3,0.0489,1.2409,3.1774,2.2738,88.475,220.027,4544.651,35.262,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003620,P020,S07,2026-01-24,AIR_QUALITY_DEGRADATION,TRJ-P020-S07-000002,W20,L01,2026-01-24T13:00:14+00:00,2026-01-24T13:00:23.489704+00:00,9.49,95,-75.149,-70.971,-78.026,1.389,0.5229,2.719,0.0,3,0.0,1.0856,1.2923,0.0402,29.328,69.954,550.029,22.732,False,True,0,LASER_CUTTER,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003621,P021,S07,2026-01-27,FORKLIFT_CROSSING,TRJ-P021-S07-000002,W01,F03,2026-01-27T13:00:14+00:00,2026-01-27T13:00:23.928331+00:00,9.928,79,-65.284,-60.21,-70.987,3.539,0.6513,1.997,4.081,3,0.0357,1.2069,1.9856,0.4902,45.698,179.492,4719.635,30.551,False,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003622,P022,S07,2026-01-30,NORMAL_PASSAGE,TRJ-P022-S07-000002,W02,G01,2026-01-30T13:00:14+00:00,2026-01-30T13:00:23.950711+00:00,9.951,80,-81.31,-77.633,-88.525,3.293,0.1766,0.782,0.206,1,0.0599,0.9838,1.75,0.2102,6.515,54.567,429.865,11.933,False,True,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003623,P023,S07,2026-02-02,FORKLIFT_CROSSING,TRJ-P023-S07-000002,W03,F01,2026-02-02T13:00:14+00:00,2026-02-02T13:00:24.120438+00:00,10.12,81,-65.673,-61.84,-72.748,3.728,1.0277,2.96,1.325,2,0.0369,0.8005,2.5896,1.0735,40.568,159.321,7540.385,20.028,True,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003624,P024,S07,2026-02-05,FORKLIFT_CROSSING,TRJ-P024-S07-000002,W04,F03,2026-02-05T13:00:14+00:00,2026-02-05T13:00:23.670782+00:00,9.671,97,-63.379,-57.389,-70.057,3.457,2.3955,2.709,3.323,1,0.0645,0.97,1.6255,0.2309,37.008,142.992,2786.263,1.898,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003625,P025,S07,2026-02-08,SUDDEN_MOTION_AFTER_WARNING,TRJ-P025-S07-000002,W05,F01,2026-02-08T13:00:14+00:00,2026-02-08T13:00:24.237624+00:00,10.238,51,-61.556,-58.171,-65.549,3.045,1.2641,3.389,2.471,2,0.0415,1.457,3.3209,1.7692,87.237,276.097,15139.372,48.137,True,True,4,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003626,P026,S07,2026-02-11,NORMAL_PASSAGE,TRJ-P026-S07-000002,W06,G01,2026-02-11T13:00:14+00:00,2026-02-11T13:00:24.255308+00:00,10.255,103,-84.969,-78.897,-90.589,3.839,0.4126,0.632,1.201,2,0.0398,0.9812,1.0106,0.0178,11.771,59.376,989.348,2.954,False,False,0,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003627,P027,S07,2026-02-14,REPEATED_EXPOSURE,TRJ-P027-S07-000002,W07,G01,2026-02-14T13:00:14+00:00,2026-02-14T13:00:24.176845+00:00,10.177,102,-56.249,-48.152,-64.249,5.042,1.7931,4.375,3.631,1,0.0398,1.3228,2.077,0.2316,51.05,128.372,1986.67,20.154,True,True,6,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003628,P028,S07,2026-02-17,NORMAL_PASSAGE,TRJ-P028-S07-000002,W08,F03,2026-02-17T13:00:14+00:00,2026-02-17T13:00:24.299208+00:00,10.299,103,-83.444,-78.933,-89.624,3.811,-0.3389,0.0,0.0,1,0.0,0.9749,0.9749,0.0431,20.341,23.986,169.023,8.914,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003629,P029,S07,2026-02-20,PROLONGED_DANGER,TRJ-P029-S07-000002,W09,F03,2026-02-20T13:00:14+00:00,2026-02-20T13:00:24.136848+00:00,10.137,81,-63.817,-60.27,-67.938,2.615,2.2094,1.67,5.479,2,0.0567,1.1196,1.7927,0.3527,23.429,79.646,1640.488,8.279,False,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003630,P030,S07,2026-02-23,RSSI_FLUCTUATION,TRJ-P030-S07-000002,W10,F02,2026-02-23T13:00:14+00:00,2026-02-23T13:00:23.813179+00:00,9.813,79,-69.989,-58.749,-78.847,8.211,0.5069,2.938,0.096,1,0.0781,0.9174,1.3527,0.0708,10.975,39.035,250.009,0.0,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003631,P031,S07,2026-02-26,IMPACT_CANDIDATE,TRJ-P031-S07-000002,W11,L01,2026-02-26T13:00:14+00:00,2026-02-26T13:00:23.787738+00:00,9.788,49,-67.249,-60.595,-74.293,5.645,-0.2199,1.1,2.562,1,0.0561,1.4669,5.1487,6.4494,81.399,323.189,15723.067,64.064,True,True,0,LASER_CUTTER,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003632,P032,S07,2026-03-01,AIR_QUALITY_DEGRADATION,TRJ-P032-S07-000002,W12,F03,2026-03-01T13:00:14+00:00,2026-03-01T13:00:24.120162+00:00,10.12,101,-66.48,-62.798,-70.468,2.516,0.2859,2.198,0.146,3,0.0,1.0539,1.4236,0.0741,14.702,29.258,96.592,26.526,False,True,0,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003633,P033,S07,2026-03-04,REPEATED_EXPOSURE,TRJ-P033-S07-000002,W13,F02,2026-03-04T13:00:14+00:00,2026-03-04T13:00:24.408359+00:00,10.408,83,-67.822,-61.426,-76.414,4.546,0.9149,4.988,2.319,1,0.1038,1.2163,2.1234,0.4965,12.501,139.587,2562.788,18.209,True,True,3,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003634,P034,S07,2026-03-07,FORKLIFT_CROSSING,TRJ-P034-S07-000002,W14,F03,2026-03-07T13:00:14+00:00,2026-03-07T13:00:24.200835+00:00,10.201,82,-53.854,-47.466,-59.893,4.45,2.6158,3.365,2.893,0,0.0062,1.016,1.8425,0.363,24.853,146.299,5696.04,30.446,False,True,3,FORKLIFT,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003635,P035,S07,2026-03-10,NORMAL_PASSAGE,TRJ-P035-S07-000002,W15,G01,2026-03-10T13:00:14+00:00,2026-03-10T13:00:24.007422+00:00,10.007,80,-87.026,-81.736,-93.424,3.047,-1.0701,2.085,0.377,2,0.0291,1.1337,1.3335,0.0747,0.0,42.012,386.098,14.708,False,False,2,GRINDING_MACHINE,0,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
WIN-0003636,P036,S07,2026-03-13,IMPACT_CANDIDATE,TRJ-P036-S07-000002,W16,F03,2026-03-13T13:00:14+00:00,2026-03-13T13:00:23.963476+00:00,9.963,100,-62.449,-54.406,-67.93,4.849,0.4501,0.034,2.207,3,0.1106,1.4023,4.9669,3.0844,90.502,291.305,24182.529,39.69,True,True,2,FORKLIFT,1,SYNTHETIC_CONTROLLED_SCENARIO,SYNTHETIC
