event_id,participant_id,session_id,recording_date,scenario_id,worker_id,helmet_id,hazard_id,hazard_type,occurred_at,event_duration_seconds,rssi_mean,rssi_peak,rssi_min,rssi_std,rssi_slope,warning_duration_seconds,danger_duration_seconds,state_transition_count,packet_loss_count,acceleration_max_g,gyroscope_max_dps,orientation_change_deg,sudden_motion,candidate_impact,candidate_fall,post_event_stillness_seconds,temperature_c,humidity_percent,mq135_deviation,hazard_active,alarm_level,local_warning_success,repeated_exposure_count,similar_event_count,connectivity_status,supervisor_priority,verification_label,label_source,data_origin
EVT-SYN-0000474,P034,S12,2026-01-11,IMPACT_CANDIDATE,W14,HELMET-W14,F03,FORKLIFT,2026-01-11T18:00:00+00:00,10.242,-69.866,-60.946,-78.033,5.721,-0.066,3.315,2.578,3,1,5.3219,268.852,71.742,True,False,False,0.0,34.45,77.249,-49.308,True,HIGH,True,3,1,ONLINE,MEDIUM,SIMULATED_IMPACT_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000475,P035,S12,2026-01-14,FORKLIFT_APPROACH,W15,HELMET-W15,F02,FORKLIFT,2026-01-14T18:00:00+00:00,9.749,-66.611,-60.809,-72.786,3.531,3.1387,5.526,2.476,1,0,1.5135,115.991,0.0,False,False,False,1.235,32.531,64.126,-129.673,True,HIGH,True,3,2,ONLINE,MEDIUM,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000476,P036,S12,2026-01-17,HAZARD_INACTIVE,W16,HELMET-W16,F03,FORKLIFT,2026-01-17T18:00:00+00:00,8.458,-61.797,-54.017,-68.685,4.205,0.5639,3.176,3.071,3,1,1.5409,77.697,21.508,False,False,False,1.185,32.631,57.675,242.778,False,MODERATE,True,1,0,ONLINE,MEDIUM,SYNTHETIC_HAZARD_INACTIVE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000477,P037,S12,2026-01-20,NORMAL_PASSAGE,W17,HELMET-W17,F02,FORKLIFT,2026-01-20T18:00:00+00:00,2.748,-82.094,-81.243,-83.075,0.758,-0.3104,0.148,0.0,1,0,0.9954,94.399,1.307,False,False,False,0.0,27.049,63.933,202.599,True,SAFE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000478,P038,S12,2026-01-23,RSSI_FLUCTUATION,W18,HELMET-W18,G01,GRINDING_MACHINE,2026-01-23T18:00:00+00:00,4.564,-75.919,-66.188,-86.665,6.475,0.2039,3.75,0.0,1,2,1.1984,78.674,16.204,False,False,False,0.0,26.13,61.279,85.685,True,HIGH,True,2,2,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000479,P039,S12,2026-01-26,SUDDEN_MOTION_AFTER_WARNING,W19,HELMET-W19,G01,GRINDING_MACHINE,2026-01-26T18:00:00+00:00,12.819,-61.305,-51.327,-71.802,5.931,2.0777,6.749,3.378,2,0,3.5993,245.711,53.135,True,True,False,1.844,26.02,75.548,-67.522,True,CRITICAL,True,1,1,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000480,P040,S12,2026-01-29,NORMAL_PASSAGE,W20,HELMET-W20,F01,FORKLIFT,2026-01-29T18:00:00+00:00,4.241,-79.41,-72.581,-84.215,3.322,-0.0856,2.851,0.0,2,1,1.7438,49.843,6.599,False,False,False,2.111,29.519,70.396,16.816,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000481,P001,S01,2026-01-15,BLE_PACKET_LOSS,W01,HELMET-W01,F02,FORKLIFT,2026-01-15T07:03:00+00:00,4.243,-73.596,-63.412,-82.891,6.69,-0.5108,4.131,0.0,3,7,2.3597,101.348,4.428,False,False,False,0.0,26.907,67.945,245.078,False,MODERATE,True,3,0,DEGRADED,LOW,SYNTHETIC_INSUFFICIENT_EVIDENCE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000482,P002,S01,2026-01-18,FALL_CANDIDATE,W02,HELMET-W02,F02,FORKLIFT,2026-01-18T07:03:00+00:00,10.06,-66.124,-58.395,-73.468,3.753,1.1206,3.762,3.619,2,1,3.7006,363.092,72.787,True,False,True,7.537,31.171,72.008,430.918,True,CRITICAL,True,2,3,ONLINE,MEDIUM,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000483,P003,S01,2026-01-21,IMPACT_CANDIDATE,W03,HELMET-W03,F03,FORKLIFT,2026-01-21T07:03:00+00:00,6.228,-61.779,-53.016,-68.873,3.812,1.2197,1.877,2.127,4,3,4.4585,267.431,50.942,True,False,False,0.0,23.051,69.783,164.567,True,CRITICAL,True,1,0,ONLINE,MEDIUM,SIMULATED_IMPACT_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000484,P004,S01,2026-01-24,NORMAL_WORK_NEAR_MACHINE,W04,HELMET-W04,G01,GRINDING_MACHINE,2026-01-24T07:03:00+00:00,12.084,-71.49,-65.457,-74.983,1.575,0.5123,8.378,1.316,2,0,1.0059,1.304,10.821,False,False,False,0.273,31.217,69.008,262.498,True,HIGH,True,1,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000485,P005,S01,2026-01-27,FORKLIFT_APPROACH,W05,HELMET-W05,F02,FORKLIFT,2026-01-27T07:03:00+00:00,9.086,-66.428,-57.908,-73.882,4.984,1.5958,4.274,2.02,1,0,1.3545,117.773,7.291,False,False,False,0.0,26.253,77.599,-250.0,True,HIGH,True,1,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000486,P006,S01,2026-01-30,SUDDEN_MOTION_AFTER_WARNING,W06,HELMET-W06,F03,FORKLIFT,2026-01-30T07:03:00+00:00,7.667,-60.708,-53.987,-66.941,4.058,2.7426,3.858,2.899,5,0,3.5418,203.453,32.778,True,False,False,0.94,29.441,77.934,-93.764,True,CRITICAL,True,2,4,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000487,P007,S01,2026-02-02,HAZARD_INACTIVE,W07,HELMET-W07,L01,LASER_CUTTER,2026-02-02T07:03:00+00:00,9.213,-62.872,-54.774,-68.618,4.234,-0.2211,4.909,1.205,1,2,1.9179,52.527,2.474,False,False,False,0.0,30.602,77.105,271.779,False,MODERATE,True,2,0,ONLINE,LOW,SYNTHETIC_HAZARD_INACTIVE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000488,P008,S01,2026-02-05,FALL_CANDIDATE,W08,HELMET-W08,F02,FORKLIFT,2026-02-05T07:03:00+00:00,7.558,-61.598,-54.561,-70.337,4.343,0.5242,3.0,2.904,1,3,3.793,385.262,77.105,True,False,False,0.547,33.646,60.967,416.218,True,CRITICAL,True,3,2,ONLINE,MEDIUM,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000489,P009,S01,2026-02-08,IMPACT_CANDIDATE,W09,HELMET-W09,F02,FORKLIFT,2026-02-08T07:03:00+00:00,6.952,-65.099,-59.801,-72.349,4.063,1.4997,4.519,0.411,1,1,4.3357,340.194,60.033,True,True,False,0.0,30.822,52.771,-162.648,True,HIGH,True,2,0,ONLINE,MEDIUM,SIMULATED_IMPACT_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000490,P010,S01,2026-02-11,NORMAL_WORK_NEAR_MACHINE,W10,HELMET-W10,L01,LASER_CUTTER,2026-02-11T07:03:00+00:00,9.502,-72.281,-67.085,-77.389,3.511,0.9045,6.941,1.133,1,1,1.8224,88.697,3.315,False,False,False,0.0,26.858,76.273,574.468,True,HIGH,True,3,1,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000491,P011,S01,2026-02-14,BLE_PACKET_LOSS,W11,HELMET-W11,L01,LASER_CUTTER,2026-02-14T07:03:00+00:00,6.219,-72.245,-60.949,-83.905,6.912,-0.1354,3.401,0.341,6,8,1.2316,104.455,0.0,False,False,False,0.0,30.297,63.592,-217.11,True,HIGH,True,1,0,DEGRADED,LOW,SYNTHETIC_INSUFFICIENT_EVIDENCE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000492,P012,S01,2026-02-17,REPEATED_EXPOSURE,W12,HELMET-W12,F02,FORKLIFT,2026-02-17T07:03:00+00:00,12.668,-64.826,-57.674,-70.839,2.952,1.2823,7.81,4.29,2,1,2.2154,100.906,25.445,False,False,False,1.901,28.453,65.32,120.933,True,CRITICAL,True,8,5,ONLINE,MEDIUM,SIMULATED_REPEATED_EXPOSURE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000493,P013,S01,2026-02-20,REPEATED_EXPOSURE,W13,HELMET-W13,G01,GRINDING_MACHINE,2026-02-20T07:03:00+00:00,6.866,-66.565,-56.314,-72.425,5.233,0.7937,3.313,3.463,1,0,1.7725,165.298,21.864,False,False,False,0.496,30.202,66.903,289.514,True,CRITICAL,True,4,3,ONLINE,MEDIUM,SIMULATED_REPEATED_EXPOSURE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000494,P014,S01,2026-02-23,FORKLIFT_CROSSING,W14,HELMET-W14,F01,FORKLIFT,2026-02-23T07:03:00+00:00,9.961,-63.246,-55.052,-71.391,4.741,0.1361,4.587,2.861,1,0,2.0696,90.97,31.328,True,True,True,5.448,31.862,70.88,396.438,True,CRITICAL,True,4,5,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000495,P015,S01,2026-02-26,FORKLIFT_APPROACH,W15,HELMET-W15,F03,FORKLIFT,2026-02-26T07:03:00+00:00,7.848,-69.2,-62.415,-75.831,4.858,0.5716,4.331,1.553,0,0,1.4995,125.631,8.706,False,False,False,1.107,27.346,58.962,321.659,True,HIGH,True,2,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000496,P016,S01,2026-03-01,PROLONGED_DANGER,W16,HELMET-W16,G01,GRINDING_MACHINE,2026-03-01T07:03:00+00:00,9.466,-54.439,-46.572,-61.764,4.889,0.1224,1.594,7.017,3,1,2.1589,88.727,17.158,False,False,False,0.0,28.593,58.068,129.217,True,CRITICAL,True,3,1,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000497,P017,S01,2026-03-04,NORMAL_WORK_NEAR_MACHINE,W17,HELMET-W17,F01,FORKLIFT,2026-03-04T07:03:00+00:00,11.281,-67.406,-62.477,-72.808,3.503,0.0286,8.162,1.407,2,0,1.1636,65.058,19.545,False,False,False,1.902,31.685,73.508,153.758,True,HIGH,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000498,P018,S01,2026-03-07,SUDDEN_MOTION_AFTER_WARNING,W18,HELMET-W18,F03,FORKLIFT,2026-03-07T07:03:00+00:00,9.803,-63.159,-61.24,-66.987,1.444,2.0426,2.991,4.059,0,2,3.7517,258.136,58.652,True,False,False,0.256,33.112,66.566,50.458,True,CRITICAL,True,0,0,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000499,P019,S01,2026-03-10,FORKLIFT_CROSSING,W19,HELMET-W19,F01,FORKLIFT,2026-03-10T07:03:00+00:00,7.793,-63.875,-54.476,-71.357,5.098,0.5564,3.85,2.519,0,0,2.1674,84.795,42.891,True,False,False,0.476,25.227,76.661,305.699,True,CRITICAL,True,1,0,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000500,P020,S01,2026-03-13,FORKLIFT_APPROACH,W20,HELMET-W20,F03,FORKLIFT,2026-03-13T07:03:00+00:00,8.649,-66.901,-58.051,-76.974,4.391,3.3484,5.02,3.546,2,1,2.2116,135.47,13.918,False,False,False,3.376,27.698,82.126,224.215,True,CRITICAL,True,0,0,ONLINE,MEDIUM,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000501,P021,S01,2026-03-16,FORKLIFT_CROSSING,W01,HELMET-W01,F01,FORKLIFT,2026-03-16T07:03:00+00:00,8.145,-60.441,-51.912,-69.072,5.346,1.2955,3.171,2.96,3,0,2.2325,140.904,15.156,False,False,False,0.0,32.027,62.727,110.893,True,CRITICAL,True,0,0,ONLINE,LOW,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000502,P022,S01,2026-03-19,NORMAL_WORK_NEAR_MACHINE,W02,HELMET-W02,F01,FORKLIFT,2026-03-19T07:03:00+00:00,9.067,-75.552,-72.186,-83.801,2.391,-0.8665,7.054,0.212,1,1,1.3846,3.791,5.776,False,False,False,0.0,31.859,66.299,240.911,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000503,P023,S01,2026-03-22,FORKLIFT_CROSSING,W03,HELMET-W03,F01,FORKLIFT,2026-03-22T07:03:00+00:00,9.655,-66.883,-59.362,-75.615,5.598,0.9194,5.158,4.124,3,0,1.6376,186.785,16.994,True,True,False,4.048,28.72,63.124,197.606,True,CRITICAL,True,7,2,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000504,P024,S01,2026-03-25,FORKLIFT_CROSSING,W04,HELMET-W04,F02,FORKLIFT,2026-03-25T07:03:00+00:00,4.986,-66.339,-56.93,-76.162,5.996,2.0398,3.169,0.576,4,2,1.7504,139.739,16.1,False,False,False,0.0,29.431,74.812,375.701,True,CRITICAL,True,2,3,ONLINE,LOW,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000505,P025,S01,2026-03-28,NORMAL_PASSAGE,W05,HELMET-W05,F02,FORKLIFT,2026-03-28T07:03:00+00:00,2.851,-84.82,-81.294,-88.496,1.934,0.6074,1.272,0.729,0,0,1.5332,45.034,12.866,False,False,False,1.082,30.959,70.84,-90.931,False,SAFE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000506,P026,S01,2026-03-31,FALL_CANDIDATE,W06,HELMET-W06,F03,FORKLIFT,2026-03-31T07:03:00+00:00,9.333,-70.082,-62.064,-72.972,3.767,1.5264,4.073,3.95,3,2,4.1355,366.08,81.902,True,False,True,7.392,27.016,76.646,233.256,True,CRITICAL,True,2,1,ONLINE,HIGH,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000507,P027,S01,2026-04-03,PROLONGED_DANGER,W07,HELMET-W07,F01,FORKLIFT,2026-04-03T07:03:00+00:00,11.207,-63.76,-57.791,-73.171,5.144,1.0982,2.14,7.077,2,1,1.6797,68.325,25.582,False,False,False,0.161,32.26,61.77,135.465,True,CRITICAL,True,5,2,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000508,P028,S01,2026-01-06,NORMAL_WORK_NEAR_MACHINE,W08,HELMET-W08,F03,FORKLIFT,2026-01-06T07:03:00+00:00,6.671,-75.282,-70.864,-77.26,1.549,-0.9277,5.14,0.102,2,0,0.8639,62.942,2.219,False,False,False,0.0,30.502,68.8,-200.446,True,MODERATE,True,3,2,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000509,P029,S01,2026-01-09,FORKLIFT_APPROACH,W09,HELMET-W09,F01,FORKLIFT,2026-01-09T07:03:00+00:00,11.52,-69.809,-64.77,-76.078,2.782,3.5892,5.289,2.07,1,2,2.0722,68.948,9.544,False,False,False,0.723,30.739,65.017,-118.622,True,HIGH,False,1,0,OFFLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000510,P030,S01,2026-01-12,FORKLIFT_CROSSING,W10,HELMET-W10,F01,FORKLIFT,2026-01-12T07:03:00+00:00,10.078,-66.602,-60.713,-72.272,3.386,2.2559,5.345,3.725,0,0,1.398,165.35,50.306,False,False,False,0.386,29.0,54.814,155.526,True,CRITICAL,True,1,1,ONLINE,LOW,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000511,P031,S01,2026-01-15,NORMAL_PASSAGE,W11,HELMET-W11,L01,LASER_CUTTER,2026-01-15T07:03:00+00:00,4.147,-81.089,-75.116,-85.151,2.308,0.2342,3.102,0.0,0,2,1.52,59.765,0.0,False,False,False,0.0,26.968,62.015,-250.0,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000512,P032,S01,2026-01-18,IMPACT_CANDIDATE,W12,HELMET-W12,F02,FORKLIFT,2026-01-18T07:03:00+00:00,8.107,-69.738,-64.695,-74.804,3.252,1.5113,1.658,4.831,1,0,4.6192,293.325,73.089,True,True,False,2.983,27.674,61.337,94.062,True,CRITICAL,True,0,0,ONLINE,MEDIUM,SIMULATED_IMPACT_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000513,P033,S01,2026-01-21,RSSI_FLUCTUATION,W13,HELMET-W13,G01,GRINDING_MACHINE,2026-01-21T07:03:00+00:00,12.13,-69.145,-60.124,-78.328,6.748,0.762,5.561,1.867,3,1,1.0239,93.057,23.392,True,False,False,1.333,34.158,55.955,194.508,True,HIGH,True,0,0,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000514,P034,S01,2026-01-24,NORMAL_PASSAGE,W14,HELMET-W14,L01,LASER_CUTTER,2026-01-24T07:03:00+00:00,4.988,-90.558,-89.303,-94.543,1.562,-0.3127,1.802,0.982,1,0,1.5124,93.482,3.005,False,False,False,2.259,26.984,72.448,43.247,True,SAFE,True,1,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000515,P035,S01,2026-01-27,NORMAL_PASSAGE,W15,HELMET-W15,F02,FORKLIFT,2026-01-27T07:03:00+00:00,1.448,-76.137,-70.226,-83.624,3.47,0.8225,1.286,0.0,1,0,1.2471,33.41,8.278,False,False,False,0.0,27.912,74.503,41.624,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000516,P036,S01,2026-01-30,FALL_CANDIDATE,W16,HELMET-W16,F03,FORKLIFT,2026-01-30T07:03:00+00:00,7.381,-67.59,-59.385,-74.322,5.058,1.353,3.93,2.161,3,2,3.9356,351.107,62.702,True,False,True,5.491,26.899,73.023,453.815,True,HIGH,True,1,0,ONLINE,MEDIUM,SIMULATED_FALL_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000517,P037,S01,2026-02-02,NORMAL_PASSAGE,W17,HELMET-W17,F03,FORKLIFT,2026-02-02T07:03:00+00:00,9.142,-77.107,-72.022,-80.766,1.89,-0.1374,3.787,2.228,2,0,1.0938,30.873,15.719,True,True,False,6.538,27.762,63.19,-65.638,True,HIGH,True,1,1,ONLINE,HIGH,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000518,P038,S01,2026-02-05,NORMAL_WORK_NEAR_MACHINE,W18,HELMET-W18,L01,LASER_CUTTER,2026-02-05T07:03:00+00:00,8.711,-75.929,-72.797,-81.208,2.628,-0.4232,6.821,0.334,2,1,1.6926,74.357,4.432,False,False,False,0.27,29.995,63.178,-68.866,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000519,P039,S01,2026-02-08,RSSI_FLUCTUATION,W19,HELMET-W19,L01,LASER_CUTTER,2026-02-08T07:03:00+00:00,4.048,-71.439,-54.841,-86.963,9.767,-0.212,3.708,0.0,4,0,1.0765,56.805,8.392,False,False,False,1.884,26.355,74.529,294.917,True,CRITICAL,True,0,0,ONLINE,LOW,SYNTHETIC_FALSE_ALARM,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000520,P040,S01,2026-02-11,IMPACT_CANDIDATE,W20,HELMET-W20,F01,FORKLIFT,2026-02-11T07:03:00+00:00,7.931,-63.642,-59.393,-70.166,3.168,0.1874,3.7,1.975,4,1,5.1064,284.224,38.294,True,False,False,0.0,28.074,63.593,305.776,False,MODERATE,True,3,0,ONLINE,MEDIUM,SIMULATED_IMPACT_CANDIDATE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000521,P001,S02,2026-01-22,FORKLIFT_APPROACH,W01,HELMET-W01,F02,FORKLIFT,2026-01-22T08:03:00+00:00,7.531,-64.403,-61.348,-68.377,1.79,1.7127,4.299,1.408,0,0,1.4127,81.994,18.555,False,False,False,0.0,29.708,61.609,85.973,True,HIGH,True,1,0,ONLINE,LOW,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000522,P002,S02,2026-01-25,FORKLIFT_CROSSING,W02,HELMET-W02,F02,FORKLIFT,2026-01-25T08:03:00+00:00,8.13,-65.393,-56.317,-78.693,7.753,1.5568,4.062,2.763,2,0,2.341,110.72,29.621,True,False,False,2.107,29.599,70.653,373.663,True,CRITICAL,True,2,1,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000523,P003,S02,2026-01-28,SUDDEN_MOTION_AFTER_WARNING,W03,HELMET-W03,F03,FORKLIFT,2026-01-28T08:03:00+00:00,12.2,-62.047,-55.922,-68.742,3.231,2.4244,7.263,3.654,2,3,2.913,240.512,22.882,True,False,False,0.0,30.186,69.63,57.002,True,CRITICAL,True,2,1,ONLINE,MEDIUM,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000524,P004,S02,2026-01-31,FORKLIFT_APPROACH,W04,HELMET-W04,F03,FORKLIFT,2026-01-31T08:03:00+00:00,8.073,-66.842,-63.471,-71.029,1.94,2.8313,4.526,2.136,5,1,1.9914,139.01,39.705,False,False,False,1.494,30.478,50.132,456.591,True,HIGH,True,0,0,ONLINE,MEDIUM,SIMULATED_UNSAFE_PROXIMITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000525,P005,S02,2026-02-03,NORMAL_PASSAGE,W05,HELMET-W05,F03,FORKLIFT,2026-02-03T08:03:00+00:00,2.667,-77.752,-72.412,-87.092,3.164,0.8404,2.452,0.0,2,3,1.3971,41.145,0.0,False,False,False,0.861,33.141,68.029,156.047,True,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000526,P006,S02,2026-02-06,SUDDEN_MOTION_AFTER_WARNING,W06,HELMET-W06,L01,LASER_CUTTER,2026-02-06T08:03:00+00:00,11.842,-58.252,-47.656,-67.918,5.965,1.9913,5.609,4.913,1,1,2.9553,215.536,37.695,True,True,False,2.767,31.133,66.622,-125.047,True,CRITICAL,True,3,1,ONLINE,HIGH,SIMULATED_HIGH_RISK,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000527,P007,S02,2026-02-09,HAZARD_INACTIVE,W07,HELMET-W07,F03,FORKLIFT,2026-02-09T08:03:00+00:00,7.278,-61.252,-55.48,-68.791,4.376,0.9216,5.222,0.288,3,0,1.2556,130.235,0.0,False,False,False,0.0,27.578,60.892,109.501,False,MODERATE,True,0,0,ONLINE,LOW,SYNTHETIC_HAZARD_INACTIVE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000528,P008,S02,2026-02-12,NORMAL_PASSAGE,W08,HELMET-W08,L01,LASER_CUTTER,2026-02-12T08:03:00+00:00,1.823,-77.402,-73.675,-83.424,2.076,-1.1695,0.932,0.0,1,0,1.6667,38.805,16.409,False,False,False,2.063,28.986,42.308,-60.033,True,MODERATE,True,1,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000529,P009,S02,2026-02-15,BLE_PACKET_LOSS,W09,HELMET-W09,F03,FORKLIFT,2026-02-15T08:03:00+00:00,5.158,-76.762,-66.197,-86.395,6.807,-0.7912,3.876,0.0,3,2,1.8197,88.469,6.608,False,False,False,1.842,26.973,64.023,141.47,False,MODERATE,True,3,1,ONLINE,LOW,SYNTHETIC_INSUFFICIENT_EVIDENCE,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
EVT-SYN-0000530,P010,S02,2026-02-18,NORMAL_PASSAGE,W10,HELMET-W10,F02,FORKLIFT,2026-02-18T08:03:00+00:00,5.166,-87.299,-80.289,-96.286,4.455,-0.0254,1.65,0.012,2,0,1.5776,56.626,23.951,False,False,False,4.574,25.343,65.689,256.398,True,SAFE,True,0,0,ONLINE,LOW,SYNTHETIC_NORMAL_ACTIVITY,SYNTHETIC_SCENARIO_POLICY_WITH_NOISE,SYNTHETIC
